id,degree,size,salary,position_name
558d2bea1dc76a217818b8cc,1,2,1,技术支持
558d2beb1dc76a217818b9a3,1,3,1,技术支持
558d2beb1dc76a217818ba2d,1,3,3,项目经理
558d2bec1dc76a217818bb15,1,4,2,软件测试
558d2bec1dc76a217818bb23,1,5,5,开发工程师
558d2bed1dc76a217818bbb6,1,2,3,开发工程师
558d2bed1dc76a217818bbc9,0,3,1,销售专员
558d2bed1dc76a217818bbff,1,4,4,技术支持
558d2bed1dc76a217818bc4a,0,4,1,技术支持
558d2bf01dc76a217818be98,1,3,4,项目经理
558d2bf11dc76a217818bfd4,1,2,3,开发工程师
558d2bf11dc76a217818c01c,1,4,3,项目经理
558d2bf21dc76a217818c070,0,4,2,销售专员
558d2bf21dc76a217818c0d9,1,7,3,开发工程师
558d2bf31dc76a217818c267,1,1,2,开发工程师
558d2bf51dc76a217818c514,1,5,3,开发工程师
558d2bf61dc76a217818c54c,1,5,4,软件测试
558d2bf81dc76a217818c7e3,1,4,2,软件测试
558d2bf91dc76a217818c94f,1,5,2,机械工程师
558d2bf91dc76a217818c9bf,0,2,1,技术支持
558d2bfa1dc76a217818ca16,1,3,0,销售专员
558d2bfa1dc76a217818ca93,0,4,1,销售经理
558d2bfa1dc76a217818caae,1,6,1,生产专员
558d2bfc1dc76a217818ccd3,2,3,4,人力资源经理
558d2bfc1dc76a217818ccfe,1,6,4,质量(QA/QC)
558d2bfe1dc76a217818cf7a,1,5,4,软件测试
558d2bfe1dc76a217818cf93,2,6,5,项目经理
558d2bfe1dc76a217818cf9e,1,5,1,开发工程师
558d2bff1dc76a217818d065,0,2,2,软件测试
558d2bff1dc76a217818d0a1,1,5,2,软件测试
558d2bff1dc76a217818d103,1,4,2,技术支持
558d2c001dc76a217818d154,1,6,2,开发工程师
558d2c021dc76a217818d318,0,4,3,生产经理
558d2c031dc76a217818d45a,0,4,4,生产专员
558d2c051dc76a217818d65e,1,3,3,软件测试
558d2c051dc76a217818d6b6,0,4,1,质量(QA/QC)
558d2c061dc76a217818d82f,0,2,1,销售专员
558d2c071dc76a217818d8ce,1,4,4,软件测试
558d2c081dc76a217818d9ea,1,5,3,软件测试
558d2c091dc76a217818dac8,0,3,1,质量(QA/QC)
558d2c091dc76a217818db6c,1,4,2,软件测试
558d2c091dc76a217818db7e,1,5,5,销售专员
558d2c091dc76a217818dba0,2,3,6,销售总监
558d2c0a1dc76a217818dcc4,0,3,1,销售专员
558d2c0b1dc76a217818dcd9,0,4,1,采购助理
558d2c0b1dc76a217818dd06,0,3,2,技术支持
558d2c0b1dc76a217818ddfe,1,7,1,销售经理
558d2c0c1dc76a217818de54,0,6,4,生产经理
558d2c0d1dc76a217818deff,1,5,4,人力资源经理
558d2c0e1dc76a217818e0cc,1,5,3,人力资源经理
558d2c0e1dc76a217818e0d9,1,4,1,人力资源专员
558d2c0e1dc76a217818e0de,1,5,5,人力资源经理
558d2c0e1dc76a217818e100,1,4,3,人力资源经理
558d2c0e1dc76a217818e108,2,5,4,人力资源经理
558d2c0f1dc76a217818e166,1,6,2,销售专员
558d2c111dc76a217818e3e8,1,4,6,项目经理
558d2c111dc76a217818e430,0,2,5,技术支持
558d2c121dc76a217818e46f,0,2,2,生产经理
558d2c131dc76a217818e4c6,1,2,3,项目经理
558d2c141dc76a217818e561,1,6,4,软件测试
558d2c141dc76a217818e58f,1,5,3,市场专员
558d2c141dc76a217818e633,1,4,3,开发工程师
558d2c151dc76a217818e651,1,4,4,机械工程师
558d2c151dc76a217818e6bc,1,6,5,机械工程师
558d2c171dc76a217818e886,1,5,1,开发工程师
558d2c171dc76a217818e8b7,1,5,1,销售经理
558d2c191dc76a217818eaa9,0,1,1,运营专员
558d2c191dc76a217818eab8,1,7,3,销售专员
558d2c191dc76a217818eac9,0,4,1,销售经理
558d2c191dc76a217818eacc,1,5,2,销售经理
558d2c1a1dc76a217818eae5,0,3,1,会计
558d2c1a1dc76a217818eb31,1,6,1,销售专员
558d2c1a1dc76a217818ebc1,1,3,4,销售经理
558d2c1a1dc76a217818ebc9,0,4,4,销售经理
558d2c1a1dc76a217818ebf1,1,4,4,采购经理
558d2c1b1dc76a217818ec02,0,4,5,生产经理
558d2c1b1dc76a217818ec3e,0,4,4,销售经理
558d2c1b1dc76a217818ec56,1,4,2,生产专员
558d2c1b1dc76a217818ec57,1,5,3,采购助理
558d2c1b1dc76a217818ecd2,0,2,4,销售总监
558d2c1b1dc76a217818ed21,1,7,4,销售经理
558d2c1c1dc76a217818ed7e,0,4,2,客服
558d2c1c1dc76a217818ee08,0,4,1,会计
558d2c201dc76a217818f1af,1,6,3,人力资源经理
558d2c211dc76a217818f236,2,5,4,人力资源经理
558d2c211dc76a217818f299,1,4,3,项目经理
558d2c221dc76a217818f2a1,1,5,2,销售经理
558d2c221dc76a217818f2bd,0,3,1,人力资源经理
558d2c221dc76a217818f2f5,1,3,3,人力资源经理
558d2c221dc76a217818f2fd,0,1,1,会计
558d2c221dc76a217818f33f,1,6,6,销售总监
558d2c231dc76a217818f3d1,2,5,5,市场经理
558d2c231dc76a217818f3e4,2,6,5,人力资源专员
558d2c231dc76a217818f3ed,1,4,3,人力资源经理
558d2c231dc76a217818f3f0,1,4,1,人力资源经理
558d2c251dc76a217818f5c0,0,2,1,销售专员
558d2c251dc76a217818f5da,1,4,1,销售专员
558d2c251dc76a217818f604,1,5,1,会计
558d2c251dc76a217818f720,0,3,1,会计
558d2c281dc76a217818f929,1,3,2,市场专员
558d2c291dc76a217818fa99,1,5,3,软件测试
558d2c2a1dc76a217818fb78,1,5,2,开发工程师
558d2c2a1dc76a217818fbca,1,1,2,项目经理
558d2c2a1dc76a217818fbf1,1,5,1,人力资源专员
558d2c2b1dc76a217818fd1c,0,4,1,采购助理
558d2c2c1dc76a217818fd90,0,4,1,开发工程师
558d2c2d1dc76a217818fde6,1,5,1,开发工程师
558d2c2d1dc76a217818ff09,0,3,2,开发工程师
558d2c2d1dc76a217818ff0c,1,4,1,机械工程师
558d2c2d1dc76a217818ff1b,1,4,4,项目经理
558d2c2d1dc76a217818ff32,1,6,4,机械工程师
558d2c2e1dc76a217818ffc9,1,6,2,开发工程师
558d2c2e1dc76a217819006d,2,6,2,开发工程师
558d2c2e1dc76a21781900a0,0,6,2,机械工程师
558d2c301dc76a21781901f5,1,4,2,机械工程师
558d2c311dc76a217819024f,1,2,1,开发工程师
558d2c311dc76a21781902d2,1,6,5,项目经理
558d2c321dc76a217819030e,0,5,2,项目经理
558d2c321dc76a2178190379,1,4,2,开发工程师
558d2c321dc76a2178190398,2,4,4,项目经理
558d2c321dc76a21781903ad,2,5,4,开发工程师
558d2c321dc76a21781903b4,0,4,5,项目经理
558d2c321dc76a21781903b7,1,4,4,开发工程师
558d2c321dc76a21781903f6,0,4,1,物流经理
558d2c331dc76a217819044c,1,4,2,人力资源经理
558d2c331dc76a21781904f0,0,1,2,开发工程师
558d2c331dc76a21781904f4,1,4,4,开发工程师
558d2c331dc76a2178190513,1,5,2,开发工程师
558d2c331dc76a2178190549,1,4,1,销售经理
558d2c341dc76a2178190580,0,1,1,销售专员
558d2c341dc76a21781905cc,1,2,1,机械工程师
558d2c341dc76a2178190686,1,4,2,机械工程师
558d2c381dc76a2178190952,1,4,1,机械工程师
558d2c381dc76a2178190a43,2,6,5,项目经理
558d2c381dc76a2178190ac8,1,4,4,机械工程师
558d2c391dc76a2178190c48,1,4,1,质量(QA/QC)
558d2c3b1dc76a2178190da8,0,4,2,人力资源经理
558d2c3b1dc76a2178190def,1,4,4,机械工程师
558d2c3b1dc76a2178190e11,1,5,4,项目经理
558d2c3c1dc76a2178190fd3,2,5,2,市场专员
558d2c3c1dc76a2178191007,1,3,2,机械工程师
558d2c3d1dc76a2178191074,1,4,3,质量(QA/QC)
558d2c3e1dc76a2178191245,1,2,2,机械工程师
558d2c3f1dc76a2178191341,1,3,5,项目经理
558d2c401dc76a21781913af,1,4,5,机械工程师
558d2c401dc76a2178191439,1,4,2,机械工程师
558d2c411dc76a2178191540,0,5,3,生产专员
558d2c421dc76a21781916fd,1,6,2,质量(QA/QC)
558d2c421dc76a2178191703,1,7,5,开发工程师
558d2c421dc76a217819170b,1,4,5,生产专员
558d2c421dc76a217819170e,0,5,3,物流经理
558d2c431dc76a21781917f1,2,7,5,质量(QA/QC)
558d2c431dc76a2178191801,0,4,4,项目经理
558d2c441dc76a21781918ed,1,6,1,销售专员
558d2c441dc76a21781918f9,1,4,1,销售经理
558d2c441dc76a2178191920,1,6,2,销售专员
558d2c461dc76a2178191b6d,1,2,1,财务
558d2c471dc76a2178191bb7,1,4,3,软件测试
558d2c471dc76a2178191bf8,1,5,6,生产专员
558d2c471dc76a2178191c5d,1,4,1,机械工程师
558d2c481dc76a2178191cab,1,3,3,机械工程师
558d2c481dc76a2178191cd5,0,4,1,生产经理
558d2c481dc76a2178191d27,1,4,3,项目经理
558d2c491dc76a2178191d8d,1,5,3,开发工程师
558d2c4a1dc76a2178191efc,1,4,2,质量(QA/QC)
558d2c4b1dc76a2178191f51,1,6,2,机械工程师
558d2c4b1dc76a2178191faf,1,2,3,销售专员
558d2c4c1dc76a217819207d,1,5,4,软件测试
558d2c4c1dc76a2178192085,0,4,1,销售经理
558d2c4d1dc76a2178192141,1,4,1,销售经理
558d2c4e1dc76a2178192269,1,5,5,开发工程师
558d2c4e1dc76a2178192299,1,2,4,项目经理
558d2c511dc76a2178192518,0,6,3,市场经理
558d2c511dc76a2178192583,0,5,2,采购助理
558d2c521dc76a21781925c3,0,2,2,采购助理
558d2c521dc76a2178192611,0,4,1,采购助理
558d2c521dc76a217819267a,1,7,6,项目经理
558d2c551dc76a2178192920,0,3,2,采购助理
558d2c551dc76a2178192993,1,1,2,开发工程师
558d2c551dc76a21781929fc,0,2,1,技术支持
558d2c571dc76a2178192c09,2,5,5,开发工程师
558d2c581dc76a2178192d69,0,5,4,生产专员
558d2c581dc76a2178192dbc,1,4,1,采购助理
558d2c581dc76a2178192dfd,0,7,2,采购助理
558d2c581dc76a2178192e2e,0,5,1,生产专员
558d2c591dc76a2178192ec6,1,5,3,市场专员
558d2c591dc76a2178192ef1,1,3,4,技术支持
558d2c591dc76a2178192f63,1,2,5,市场经理
558d2c591dc76a2178192ff3,1,5,2,开发工程师
558d2c5a1dc76a2178193052,0,1,2,开发工程师
558d2c5a1dc76a21781930a1,0,5,2,质量(QA/QC)
558d2c5a1dc76a217819310a,2,4,6,项目经理
558d2c5b1dc76a217819313b,1,2,6,市场经理
558d2c5b1dc76a2178193174,0,3,1,开发工程师
558d2c5c1dc76a21781931b4,0,2,1,销售专员
558d2c5c1dc76a217819331e,2,4,1,技术支持
558d2c5c1dc76a217819332d,0,4,3,销售专员
558d2c5e1dc76a2178193551,1,3,2,技术支持
558d2c5e1dc76a217819356b,1,5,5,开发工程师
558d2c5f1dc76a217819366b,0,2,3,市场总监
558d2c611dc76a217819386a,1,3,1,采购经理
558d2c611dc76a2178193883,1,1,0,销售专员
558d2c621dc76a21781939ae,1,3,1,技术支持
558d2c621dc76a21781939d7,1,7,1,质量(QA/QC)
558d2c621dc76a2178193a63,1,6,3,软件测试
558d2c631dc76a2178193a69,1,5,1,采购助理
558d2c641dc76a2178193c04,0,2,3,采购助理
558d2c651dc76a2178193d54,0,1,1,销售专员
558d2c661dc76a2178193df6,1,3,4,市场经理
558d2c671dc76a2178193e96,1,3,5,人力资源经理
558d2c671dc76a2178193f68,1,3,2,人力资源专员
558d2c681dc76a2178193fc9,1,6,4,销售经理
558d2c681dc76a217819400b,1,4,2,项目经理
558d2c681dc76a2178194040,1,5,2,销售专员
558d2c681dc76a2178194077,2,4,3,运营专员
558d2c681dc76a2178194082,0,3,2,销售经理
558d2c691dc76a2178194164,1,7,1,会计
558d2c691dc76a2178194213,1,4,2,销售经理
558d2c6b1dc76a217819436a,1,5,3,客服
558d2c6b1dc76a2178194388,1,6,5,采购经理
558d2c6b1dc76a217819438d,1,3,1,采购助理
558d2c6b1dc76a21781943de,1,4,4,销售经理
558d2c6c1dc76a2178194587,0,3,1,会计
558d2c6d1dc76a2178194612,0,3,2,项目经理
558d2c6d1dc76a217819461a,0,4,1,人力资源经理
558d2c6d1dc76a2178194633,1,6,3,质量(QA/QC)
558d2c6e1dc76a2178194677,0,4,4,项目经理
558d2c6e1dc76a21781946a1,0,4,1,销售专员
558d2c6e1dc76a21781947a7,1,5,4,采购经理
558d2c6f1dc76a2178194808,1,2,4,项目经理
558d2c701dc76a217819499c,1,3,5,市场总监
558d2c711dc76a2178194a78,0,6,1,销售经理
558d2c711dc76a2178194ad2,0,2,1,销售专员
558d2c721dc76a2178194c27,1,4,2,项目经理
558d2c721dc76a2178194c67,1,3,2,技术支持
558d2c731dc76a2178194ddc,1,3,3,开发工程师
558d2c741dc76a2178194e98,1,4,3,销售经理
558d2c751dc76a2178194f41,1,3,4,机械工程师
558d2c751dc76a2178195013,0,3,1,市场专员
558d2c761dc76a217819505b,1,4,3,销售经理
558d2c761dc76a21781950a0,0,3,2,开发工程师
558d2c761dc76a21781950e1,0,3,2,技术支持
558d2c781dc76a21781952dc,1,3,4,销售专员
558d2c781dc76a21781953b3,1,3,2,财务
558d2c7a1dc76a2178195547,1,4,4,项目经理
558d2c7b1dc76a21781956a0,1,5,6,市场经理
558d2c7c1dc76a2178195772,1,2,3,质量(QA/QC)
558d2c7c1dc76a21781957b2,1,1,2,销售专员
558d2c7c1dc76a2178195802,1,2,6,运营总监
558d2c7d1dc76a21781958a0,1,4,6,财务
558d2c7d1dc76a21781958e8,1,4,4,项目经理
558d2c7d1dc76a21781958fe,1,6,3,市场经理
558d2c7e1dc76a21781959be,0,5,2,财务
558d2c7e1dc76a2178195a5a,0,4,0,销售专员
558d2c7f1dc76a2178195ac7,2,3,2,项目经理
558d2c7f1dc76a2178195aee,1,5,3,项目经理
558d2c7f1dc76a2178195b1b,1,5,1,开发工程师
558d2c7f1dc76a2178195b2f,1,5,1,销售经理
558d2c801dc76a2178195bb0,1,3,1,运营专员
558d2c811dc76a2178195c82,0,4,1,项目经理
558d2c811dc76a2178195cf9,0,5,2,项目经理
558d2c821dc76a2178195dd5,1,3,2,市场经理
558d2c821dc76a2178195e61,1,3,1,销售专员
558d2c821dc76a2178195e82,1,4,4,销售经理
558d2c831dc76a2178195ed8,2,5,2,会计
558d2c831dc76a2178195f1d,1,4,1,销售专员
558d2c841dc76a2178195fab,1,4,1,人力资源经理
558d2c841dc76a2178195fc0,1,5,2,销售专员
558d2c841dc76a2178195fcd,1,4,3,运营专员
558d2c841dc76a2178195fe2,1,5,5,项目经理
558d2c861dc76a2178196172,1,3,1,销售专员
558d2c861dc76a21781961a8,1,3,1,会计
558d2c861dc76a21781961ec,1,5,4,财务
558d2c881dc76a2178196320,2,5,5,项目经理
558d2c881dc76a21781963d6,1,3,2,销售经理
558d2c891dc76a2178196409,1,4,2,销售经理
558d2c891dc76a2178196481,0,2,1,销售专员
558d2c891dc76a217819648e,1,3,1,技术支持
558d2c8b1dc76a217819659c,0,1,2,开发工程师
558d2c8b1dc76a217819665a,0,5,3,生产经理
558d2c8c1dc76a2178196699,1,4,2,技术支持
558d2c8c1dc76a217819679b,1,4,2,人力资源经理
558d2c8d1dc76a21781967da,1,5,2,人力资源专员
558d2c8d1dc76a217819683a,1,2,2,市场专员
558d2c8d1dc76a217819683d,1,5,3,物流经理
558d2c8d1dc76a2178196877,0,3,3,财务
558d2c8d1dc76a2178196884,0,2,2,会计
558d2c8f1dc76a2178196ac7,1,1,3,开发工程师
558d2c911dc76a2178196cb8,1,4,4,人力资源经理
558d2c911dc76a2178196cba,2,4,5,人力资源专员
558d2c911dc76a2178196dcd,1,3,1,人力资源经理
558d2c911dc76a2178196df3,1,2,1,销售专员
558d2c921dc76a2178196e97,0,5,2,财务
558d2c931dc76a2178196f2d,0,3,1,客服
558d2c931dc76a217819706c,1,3,3,项目经理
558d2c931dc76a2178197077,1,4,1,销售专员
558d2c941dc76a2178197122,1,4,4,销售经理
558d2c951dc76a2178197194,1,5,3,质量(QA/QC)
558d2c951dc76a21781971a3,0,4,1,财务
558d2c961dc76a21781972ac,1,6,3,销售经理
558d2c971dc76a2178197411,0,3,2,销售经理
558d2c971dc76a2178197432,0,2,1,会计
558d2c971dc76a2178197453,0,2,2,销售专员
558d2c971dc76a21781974de,1,3,2,销售经理
558d2c981dc76a2178197591,1,5,5,人力资源经理
558d2c981dc76a21781975c9,0,4,1,人力资源经理
558d2c981dc76a2178197641,1,5,6,项目经理
558d2c981dc76a217819768e,1,4,5,项目经理
558d2c991dc76a2178197748,0,4,4,销售经理
558d2c9a1dc76a21781977eb,1,4,1,质量(QA/QC)
558d2c9a1dc76a2178197822,1,5,2,人力资源经理
558d2c9a1dc76a2178197865,2,2,4,会计
558d2c9a1dc76a217819786d,0,4,1,客服
558d2c9a1dc76a217819787b,0,1,1,会计
558d2c9a1dc76a217819789b,2,5,5,人力资源专员
558d2c9b1dc76a21781979ec,1,3,2,人力资源经理
558d2c9b1dc76a2178197a21,1,3,2,生产专员
558d2c9c1dc76a2178197aad,0,1,1,人力资源经理
558d2c9c1dc76a2178197ac8,2,3,2,市场专员
558d2c9d1dc76a2178197c7a,1,4,4,运营经理
558d2c9f1dc76a2178197dc7,1,3,6,销售总监
558d2c9f1dc76a2178197df4,1,5,3,人力资源经理
558d2c9f1dc76a2178197e33,1,6,3,运营专员
558d2ca01dc76a2178197ebd,1,4,2,采购助理
558d2ca01dc76a2178197f43,1,5,1,销售经理
558d2ca11dc76a2178198059,1,5,6,市场专员
558d2ca11dc76a21781980b7,0,1,1,技术支持
558d2ca21dc76a2178198128,0,5,2,销售经理
558d2ca21dc76a217819813f,0,2,2,销售专员
558d2ca21dc76a21781981a2,1,3,3,财务
558d2ca21dc76a2178198225,0,2,4,运营专员
558d2ca41dc76a2178198260,1,4,4,开发工程师
558d2ca41dc76a217819827f,0,2,2,市场专员
558d2ca41dc76a21781982ae,0,1,3,销售经理
558d2ca41dc76a217819831e,1,4,1,技术支持
558d2ca51dc76a2178198439,1,3,4,项目经理
558d2ca61dc76a2178198526,1,4,2,软件测试
558d2ca71dc76a21781986c7,1,4,1,技术支持
558d2ca81dc76a21781987e1,0,5,2,技术支持
558d2ca81dc76a21781987ec,1,4,0,会计
558d2ca81dc76a21781987f2,1,5,3,技术支持
558d2ca81dc76a2178198820,0,3,1,技术支持
558d2ca91dc76a21781988c5,0,4,1,技术支持
558d2ca91dc76a2178198950,1,4,2,技术支持
558d2caa1dc76a2178198ad1,0,6,2,项目经理
558d2cab1dc76a2178198bb0,1,5,1,技术支持
558d2cab1dc76a2178198c41,1,5,3,销售经理
558d2cab1dc76a2178198c7f,1,5,1,技术支持
558d2cac1dc76a2178198c8c,1,4,2,技术支持
558d2cac1dc76a2178198c92,1,3,3,开发工程师
558d2cac1dc76a2178198cb0,1,5,1,技术支持
558d2cac1dc76a2178198cd8,1,4,2,技术支持
558d2cac1dc76a2178198ce5,1,2,2,采购助理
558d2cac1dc76a2178198d5c,2,3,5,技术支持
558d2cac1dc76a2178198d7a,1,6,1,机械工程师
558d2cad1dc76a2178198db3,0,2,1,销售经理
558d2cad1dc76a2178198de1,2,4,2,销售经理
558d2cad1dc76a2178198e31,0,3,2,生产专员
558d2cae1dc76a2178198f06,1,5,5,项目经理
558d2cae1dc76a2178198f5b,1,6,5,开发工程师
558d2caf1dc76a217819902a,0,5,5,生产专员
558d2caf1dc76a2178199058,1,6,1,软件测试
558d2caf1dc76a217819909c,1,5,2,销售专员
558d2caf1dc76a21781990ee,1,4,2,开发工程师
558d2cb01dc76a21781991f3,1,4,6,生产经理
558d2cb11dc76a217819927c,1,3,5,项目经理
558d2cb11dc76a21781992e9,0,3,1,销售专员
558d2cb11dc76a2178199312,1,4,1,销售经理
558d2cb11dc76a217819932b,1,3,1,销售专员
558d2cb31dc76a21781993d3,0,2,1,销售经理
558d2cb41dc76a217819949d,1,5,1,运营专员
558d2cb41dc76a2178199514,0,4,5,销售经理
558d2cb41dc76a217819951e,0,1,2,采购助理
558d2cb51dc76a21781995d5,0,5,2,项目经理
558d2cb51dc76a2178199661,0,4,0,销售专员
558d2cb51dc76a2178199673,1,4,1,人力资源专员
558d2cb51dc76a21781996d7,0,3,1,销售专员
558d2cb51dc76a21781996f4,0,3,1,物流专员
558d2cb51dc76a217819970c,1,5,2,市场专员
558d2cb61dc76a217819972a,2,5,4,销售经理
558d2cb61dc76a2178199745,0,3,3,销售经理
558d2cb71dc76a21781998d7,0,4,3,财务
558d2cb71dc76a21781998db,0,4,1,会计
558d2cb71dc76a217819994e,2,5,5,项目经理
558d2cb91dc76a2178199b03,2,3,4,项目经理
558d2cba1dc76a2178199cd4,1,5,5,人力资源经理
558d2cbb1dc76a2178199cf0,2,3,5,人力资源经理
558d2cbb1dc76a2178199cf7,1,4,5,人力资源经理
558d2cbc1dc76a2178199db2,1,6,4,销售经理
558d2cbc1dc76a2178199e2d,0,6,2,质量(QA/QC)
558d2cbc1dc76a2178199e30,1,5,2,人力资源经理
558d2cbd1dc76a2178199e72,1,4,2,人力资源专员
558d2cbd1dc76a2178199e9d,1,3,3,人力资源经理
558d2cbd1dc76a2178199ea4,1,4,6,项目经理
558d2cbd1dc76a2178199f5e,0,4,5,人力资源经理
558d2cbf1dc76a217819a042,0,3,1,销售专员
558d2cbf1dc76a217819a0eb,0,4,1,生产专员
558d2cc01dc76a217819a111,1,5,3,销售经理
558d2cc01dc76a217819a13e,1,6,1,销售经理
558d2cc01dc76a217819a162,1,6,4,财务
558d2cc11dc76a217819a204,1,4,2,会计
558d2cc11dc76a217819a24d,1,5,3,销售专员
558d2cc11dc76a217819a267,1,4,2,人力资源经理
558d2cc31dc76a217819a39d,0,5,2,销售经理
558d2cc41dc76a217819a4df,0,2,2,销售经理
558d2cc41dc76a217819a595,1,5,4,销售经理
558d2cc51dc76a217819a5f0,1,5,5,销售经理
558d2cc51dc76a217819a624,1,5,5,采购助理
558d2cc51dc76a217819a67d,0,3,3,采购经理
558d2cc51dc76a217819a682,2,5,5,开发工程师
558d2cc51dc76a217819a689,1,5,6,采购助理
558d2cc71dc76a217819a7d9,1,3,3,项目经理
558d2cc71dc76a217819a807,2,4,6,项目经理
558d2cc91dc76a217819aa10,0,2,1,项目经理
558d2cc91dc76a217819aa19,1,7,4,技术支持
558d2cc91dc76a217819aa88,1,5,5,技术支持
558d2ccc1dc76a217819ad65,1,5,3,质量(QA/QC)
558d2ccc1dc76a217819ad9e,1,5,1,技术支持
558d2ccc1dc76a217819adc4,0,2,1,技术支持
558d2ccc1dc76a217819ae9a,2,3,6,运营总监
558d2ccc1dc76a217819aed6,0,2,4,项目经理
558d2cce1dc76a217819b0d5,1,3,3,项目经理
558d2ccf1dc76a217819b1c3,2,5,4,开发工程师
558d2cd21dc76a217819b544,1,5,4,软件测试
558d2cd21dc76a217819b66c,0,3,2,软件测试
558d2cd31dc76a217819b6e8,1,4,3,项目经理
558d2cd31dc76a217819b709,1,4,4,软件测试
558d2cd31dc76a217819b75a,1,4,2,软件测试
558d2cd41dc76a217819b7eb,1,5,3,质量(QA/QC)
558d2cd41dc76a217819b87e,1,2,3,市场经理
558d2cd51dc76a217819b8dd,1,3,6,运营专员
558d2cd51dc76a217819b8e5,1,5,3,软件测试
558d2cd51dc76a217819b97b,1,5,1,采购助理
558d2cd61dc76a217819baf2,0,4,3,市场专员
558d2cd61dc76a217819baf4,2,6,6,项目经理
558d2cd61dc76a217819bb24,1,3,4,运营经理
558d2cd71dc76a217819bbca,1,3,3,开发工程师
558d2cd71dc76a217819bc0c,2,5,2,软件测试
558d2cd71dc76a217819bc40,1,3,1,销售专员
558d2cd71dc76a217819bc81,1,4,5,项目经理
558d2cd81dc76a217819bcb1,1,3,1,销售专员
558d2cd91dc76a217819bd8e,1,5,1,销售经理
558d2cda1dc76a217819be5d,1,4,2,技术支持
558d2cda1dc76a217819be62,1,5,2,销售经理
558d2cda1dc76a217819be85,2,6,4,开发工程师
558d2cda1dc76a217819beda,0,5,2,生产专员
